run_name,run_slug,learning_rate,lora_r,max_steps,warmup_steps,best_eval_loss,final_eval_loss,train_loss,train_runtime,train_steps_per_second,best_global_step,global_step,train_rows,val_rows,status
stage2search_20260407_173210_stage2_search_lr1e4_r16_e1_ms500,lr1e4_r16_e1_ms500,0.0001,16,500,20,0.3919379413127899,0.3919379413127899,0.5506337795257569,2767.4989,0.181,500,500,9500,500,ok
stage2search_20260407_173210_stage2_search_lr2e4_r16_e1_ms500,lr2e4_r16_e1_ms500,0.0002,16,500,20,0.3768673837184906,0.3768673837184906,0.5195373320579528,2762.898,0.181,500,500,9500,500,ok
stage2search_20260407_173210_stage2_search_lr5e5_r16_e1_ms500_cosine,lr5e5_r16_e1_ms500_cosine,5e-05,16,500,20,0.42028406262397766,0.42028406262397766,0.5910945148468018,2762.3298,0.181,500,500,9500,500,ok
stage2search_20260407_173210_stage2_search_lr5e5_r32_e1_ms500_cosine,lr5e5_r32_e1_ms500_cosine,5e-05,32,500,20,0.4008652865886688,0.4008652865886688,0.559985764503479,2765.521,0.181,500,500,9500,500,ok
