run_name,run_slug,learning_rate,lora_r,max_steps,warmup_steps,best_eval_loss,final_eval_loss,train_loss,train_runtime,train_steps_per_second,best_global_step,global_step,train_rows,val_rows,status
stage2search_20260407_093111_stage2_search_lr1e5_r16_e1_ms500,lr1e5_r16_e1_ms500,1e-05,16,500,20,0.5344148874282837,0.5344148874282837,0.7426694736480713,2773.3164,0.18,500,500,9500,500,ok
stage2search_20260407_093111_stage2_search_lr2e5_r16_e1_ms500,lr2e5_r16_e1_ms500,2e-05,16,500,20,0.48624780774116516,0.48624780774116516,0.6750711832046509,2768.3097,0.181,500,500,9500,500,ok
stage2search_20260407_093111_stage2_search_lr2e5_r32_e1_ms500,lr2e5_r32_e1_ms500,2e-05,32,500,20,0.45778143405914307,0.45778143405914307,0.6327353258132935,2771.0335,0.18,500,500,9500,500,ok
stage2search_20260407_093111_stage2_search_lr2e5_r64_e1_ms500,lr2e5_r64_e1_ms500,2e-05,64,500,20,0.4228348433971405,0.4228348433971405,0.591283784866333,2871.1635,0.174,500,500,9500,500,ok
stage2search_20260407_093111_stage2_search_lr2e5_r8_e1_ms500,lr2e5_r8_e1_ms500,2e-05,8,500,20,0.5135548710823059,0.5135548710823059,0.7167021608352662,2745.1605,0.182,500,500,9500,500,ok
stage2search_20260407_093111_stage2_search_lr5e5_r16_e1_ms500,lr5e5_r16_e1_ms500,5e-05,16,500,20,0.4193972647190094,0.4193972647190094,0.5957645349502564,2768.7754,0.181,500,500,9500,500,ok
